"Rating","Reviews","Size","Installs","Price"
4.1,18539,57,1000000,0
4.4,229210,20.53,10000000,0
4.1,3405,51,100000,0
4.3,7895,3.3,500000,0
4.5,32606,20.53,1000000,0
4.2,1324,4,100000,0
4.5,126017,4.3,5000000,0
3.7,1812,37,100000,0
4.5,10253,20.53,500000,0
4.7,16570,73,500000,0
4.6,20161,20.53,1000000,0
4.4,5038,10,500000,0
4.8,31665,8.4,1000000,0
4.2,13799,20.53,500000,0
4.1,111462,20.53,5000000,0
4.4,57634,41,1000000,0
4.3,8576,20.53,1000000,0
4.5,417907,34,10000000,0
4.8,3167,7.5,100000,0
4.2,27386,20.53,1000000,0
4.5,162243,12,10000000,0
4.1,65913,7.7,5000000,0
4.1,24977,21,1000000,0
4,6000,18,1000000,0
4.3,37711,40,1000000,0
4.5,175293,20.53,10000000,0
4.17581188356988,174,8.7,10000,0
4.6,353799,20.53,10000000,0
3.7,2758,8.6,500000,0
3.7,1437,20.53,100000,0
4.2,7573,18,1000000,0
4.5,8481,7.5,1000000,0
4.3,10054,9.1,1000000,0
3.9,10117,13,1000000,0
4.6,39189,20.53,1000000,0
4.3,3522,15,100000,0
4.4,71419,20.53,5000000,0
4.6,36857,19,1000000,0
4.5,39123,20.53,1000000,0
3.8,14653,20.53,1000000,0
4.17581188356988,12,5.1,5000,0
4.4,23013,26,5000000,0
4.7,114,8.3,10000,0
3.4,287,27,100000,0
4.3,43800,20.53,1000000,0
4,4281,27,100000,0
4,7508,5.1,1000000,0
3.8,491,15,100000,0
4.3,22584,16,1000000,0
3.6,4087,9.2,500000,0
3.8,2496,20.53,500000,0
4.5,103305,20.53,5000000,0
4.6,2669,10,500000,0
4.5,7619,13,100000,0
4.3,273,7,50000,0
3.7,2248,15,100000,0
4.17581188356988,10,4.2,10000,0
4.2,809,7.8,100000,0
3.4,3280,77,1000000,0
4.4,11200,25,1000000,0
4.3,3834,30,500000,0
4.1,81,16,50000,0
3.9,2087,20.53,50000,0
4.4,58,15,10000,0
4.6,3014,21,100000,0
4.17581188356988,5,1.8,1000,0
4.17581188356988,26,10,10000,0
4.17581188356988,487,3.7,100000,0
4.6,539,99,50000,0
4.7,48,6.9,1000,0
4.3,1465,7,100000,0
4.5,929,7,50000,0
3.4,2907,20.53,50000,0
4.3,434,16,100000,0
4.17581188356988,54,5.9,10000,0
4.3,411,95,50000,0
4.6,2580,20,100000,0
4.6,130,12,10000,0
4.17581188356988,25,2.5,10000,0
4.17581188356988,20,2.1,5000,0
4.4,7396,22,500000,0
4.5,1703,22,100000,0
4.3,6,5.5,10000,0
5,26,2.5,1000,0
3.2,1919,8.1,500000,0
4.5,60170,28,1000000,0
4.7,831,24,100000,0
4,8671,3.1,1000000,0
3.8,912,13,500000,0
4.5,399,9.5,100000,0
4.17581188356988,102,21,50000,0
4.2,3945,9.4,500000,0
4.1,3781,36,1000000,0
3.1,1267,55,100000,0
4.1,18968,32,5000000,0
4.1,47497,34,10000000,0
4,140995,100,10000000,0
4.6,51357,80,5000000,0
4.4,13565,3.3,1000000,0
4.4,39364,28,5000000,0
4.6,161143,11,10000000,0
3.2,16168,55,1000000,0
4.5,100,7.1,1000000,0
4.6,116079,3.2,5000000,0
4.6,815893,4.4,10000000,0
4.3,985,16,500000,0
4.4,726074,45,10000000,0
4.4,3829,23,1000000,0
4.3,33572,37,1000000,0
4.3,34327,8.1,5000000,0
4.5,7457,13,1000000,0
3.7,41941,14,10000000,0
4.2,10944,36,1000000,0
4.3,665,3,500000,0
4.6,2167,1.4,500000,0
4.5,53652,39,1000000,0
3.3,9663,19,1000000,0
4.7,2225,15,100000,0
4.2,23164,10,1000000,0
3.2,3031,2.7,1000000,0
4.4,95557,16,10000000,0
3.5,7869,21,1000000,0
3.7,4212,20,1000000,0
3.8,17368,14,10000000,0
3.8,6554,76,500000,0
3.7,33264,18,10000000,0
4.6,34782,12,1000000,0
4,6676,6.2,1000000,0
3.6,1067,20.53,100000,0
4.1,367505,20.53,10000000,0
4.7,20304,24,500000,0
3.9,7376,19,1000000,0
4.1,49147,13,1000000,0
4.2,3448,13,100000,0
4.6,39724,20.53,1000000,0
4.2,3788,44,1000000,0
4.4,95736,20.53,10000000,0
4.6,1658,9.7,100000,0
4.1,3309,13,500000,0
4.1,78298,29,5000000,0
4.3,95904,33,10000000,0
4.4,3114,13,100000,0
4.2,220,15,50000,0
4.1,28301,20.53,1000000,0
4,3937,15,100000,0
4.2,894,25,50000,0
4.1,21195,20.53,1000000,0
4.4,13213,22,1000000,0
4.6,118034,20.53,5000000,0
4.5,10097,7.5,500000,0
4.8,28588,24,1000000,0
4.5,10544,44,1000000,0
4.6,50338,20.53,1000000,0
4.7,254258,23,10000000,0
4.5,148897,46,10000000,0
4.6,59800,7.8,5000000,0
4.3,10306,50,1000000,0
4.2,17039,4.9,5000000,0
4.5,10393,18,1000000,0
4.7,295241,3.9,10000000,0
3.8,270687,38,10000000,0
4.6,2157930,20.53,10000000,0
4.6,506275,20.53,10000000,0
4.3,23005,20.53,5000000,0
4.1,68057,85,10000000,0
4.3,42053,24,10000000,0
4.4,257724,69,10000000,0
4.7,990491,75,10000000,0
4.7,1351068,20.53,10000000,0
4.5,183846,99,10000000,0
4.8,230710,87,10000000,0
4.3,18985,23,5000000,0
4.7,1125017,25,10000000,0
4.4,74673,17,10000000,0
4.5,461137,60,10000000,0
4.4,9305,14,1000000,0
4.4,37023,33,10000000,0
4.4,98123,40,10000000,0
4.7,21262,29,1000000,0
4.3,118253,40,10000000,0
4.7,141529,24,5000000,0
4.2,70226,38,5000000,0
4.4,30253,20.53,1000000,0
4.1,15763,54,1000000,0
4.1,84911,71,10000000,0
4.2,46416,73,10000000,0
4.7,7196,38,500000,0
4.6,48256,62,1000000,0
3.1,25825,16,5000000,0
4.1,55380,39,5000000,0
3.4,148177,78,10000000,0
4.6,101686,31,10000000,0
4.4,275447,20.53,10000000,0
4.3,174755,98,10000000,0
4.2,145353,85,10000000,0
4.5,531458,100,5000000,0
4.2,195558,86,10000000,0
4.5,29940,80,1000000,0
4.4,41975,79,1000000,0
4.6,216675,30,10000000,0
4.5,2311785,87,10000000,0
4.3,165888,91,5000000,0
4.6,541144,63,10000000,0
4.4,1107310,20.53,10000000,0
4.4,29168,20.53,1000000,0
4.5,189773,95,5000000,0
4.6,337752,48,5000000,0
4.6,102107,20.53,5000000,0
4.6,3093358,20.53,10000000,0
4.1,42079,93,5000000,0
4.5,240416,53,5000000,0
4.6,32506,82,1000000,0
4.4,70747,99,5000000,0
4.7,358817,49,10000000,0
4.6,15403,25,1000000,0
4.3,38957,20.53,1000000,0
4.5,214777,91,5000000,0
4.6,100609,52,1000000,0
4.2,1343866,56,10000000,0
4.5,168717,56,10000000,0
4.8,549720,85,10000000,0
4.1,18996,81,1000000,0
4.3,25094,82,1000000,0
4.4,93033,98,5000000,0
4,120592,77,10000000,0
4.2,187972,99,5000000,0
4,484981,20.53,10000000,0
4.2,2055,96,100000,0
4.5,73539,96,1000000,0
4.7,59017,82,1000000,0
4.2,5829,70,100000,0
4.4,18621,63,100000,2.99
4.6,19922,35,100000,1.99
4.9,21119,48,100000,4.99
4.4,7412,84,100000,4.99
4.5,18125,15,100000,4.99
4.6,2719142,25,10000000,0
4.3,931595,31,10000000,0
4.6,1480189,20.53,10000000,0
4.3,309176,70,5000000,0
4.6,807338,93,10000000,0
4.5,446434,52,10000000,0
4.2,522466,37,10000000,0
4.7,584126,64,10000000,0
4.3,32551,35,500000,0
4,90218,97,1000000,0
4.4,212524,93,5000000,0
4.6,745684,83,5000000,0
4.7,416540,99,10000000,0
4.4,16601,55,500000,0
4.3,224514,81,5000000,0
4.2,26247,20.53,1000000,0
4.5,197540,29,10000000,0
4.6,29445,29,5000000,0
4.6,515657,63,10000000,0
4.3,955656,82,10000000,0
4.7,725897,31,10000000,0
4.7,292164,59,10000000,0
4.5,696,20.53,100000,0
4.3,194969,30,10000000,0
4.4,105620,61,1000000,0
4.7,37139,49,1000000,0
4.2,147791,38,5000000,0
4.1,347883,20,10000000,0
4.5,343263,20.53,10000000,0
4.5,216849,20.53,10000000,0
4.3,43055,95,5000000,0
4.5,80678,20.53,5000000,0
4.4,153381,20.53,10000000,0
4.5,559,32,100000,0
4,26649,66,5000000,0
4.5,306764,29,10000000,0
4.6,280098,50,10000000,0
4.7,154264,12,10000000,0
4.5,26985,41,5000000,0
4.5,1125438,63,10000000,0
4.4,42145,20,10000000,0
4.7,171448,13,10000000,0
4.4,104303,20.53,10000000,0
4.4,47644,15,5000000,0
4.6,125647,33,10000000,0
4.6,214878,10,10000000,0
4.6,811040,77,10000000,0
4.6,155186,20.53,10000000,0
4.3,34494,23,5000000,0
4.6,260651,51,10000000,0
4.7,48615,24,10000000,0
4.4,42145,20,10000000,0
4.4,14774,19,1000000,0
4.4,12753,51,5000000,0
4.5,33983,22,5000000,0
4.6,20267,46,1000000,0
4.5,5761,21,1000000,0
4.3,11618,39,5000000,0
4.7,12948,23,1000000,0
4.4,685,26,100000,0
4.5,9779,39,5000000,0
4.5,11436,15,1000000,0
4.5,2150,20,500000,0
4.7,48615,24,10000000,0
4.4,382,44,500000,0
4.3,24936,38,5000000,0
4.6,1109,52,1000000,0
3.9,974,14,500000,0
4.2,108795,49,10000000,0
4.5,1455,8.9,500000,0
4.3,1024,20.53,1000000,0
4.4,86961,99,10000000,0
4.8,269194,6.9,10000000,0
4.4,59843,20,5000000,0
4.4,18616,10,1000000,0
4.3,11950,19,5000000,0
4.6,4289,33,500000,0
4.1,68286,85,10000000,0
4.5,11716,48,1000000,0
4.5,36606,20.53,10000000,0
4.6,46741,50,10000000,0
4.5,7050,24,1000000,0
4.5,235906,13,10000000,0
4.4,17753,16,1000000,0
4.5,520609,20.53,10000000,0
4.5,432,63,100000,0
4.3,4207,26,100000,0
4.5,64,81,10000,0
4.2,96,79,5000,3.99
4.3,82471,20.53,5000000,0
4.4,496,94,100000,0
4.6,29436,43,1000000,0
4.5,19230,45,5000000,0
4.2,11126,91,1000000,0
4.5,23671,91,1000000,0
4.6,9652,53,1000000,0
4.6,9626,28,1000000,0
4.1,29319,26,5000000,0
4.5,1791,56,500000,0
4.6,9199,80,500000,0
4.6,14014,60,1000000,0
4.5,110877,20.53,1000000,0
4.3,160,67,50000,0
3.8,10366,78,1000000,0
4.5,47644,27,1000000,0
4.1,530792,20.53,10000000,0
4.8,12137,63,100000,0
3.9,237,26,100000,0
4.5,6404,46,500000,0
4.4,6356,83,500000,0
4.3,169,60,5000,2.99
4.2,8,44,1000,3.99
3,2,82,500,2.99
4.5,4076,20.53,100000,0
4.6,106750,94,1000000,0
4.5,58795,77,10000000,0
4.2,3235,32,1000000,0
4.2,47031,58,1000000,0
4.4,131,48,100000,0
4.5,114,69,50000,0
4.7,8508,54,500000,0
4.4,379415,68,10000000,0
4.4,19245,25,1000000,0
4.17581188356988,65,7,100000,0
4.3,24877,54,5000000,0
4.3,10088,20.53,1000000,0
4.2,3762,44,1000000,0
4.2,141363,8.7,10000000,0
4.3,472584,91,10000000,0
4.1,148295,26,10000000,0
4.2,41273,16,5000000,0
4.5,278,20.53,100000,0
4.3,43060,95,5000000,0
4.5,514088,83,10000000,0
4.2,23060,21,1000000,0
4.4,112080,26,10000000,0
4.1,51895,22,10000000,0
4.1,66661,22,5000000,0
4.3,169609,34,10000000,0
4.7,6188,49,500000,0
4.4,2952,37,500000,0
4.2,731,20.53,100000,0
3.9,10753,84,1000000,0
4.1,288523,92,10000000,0
4.1,4522,57,500000,0
4.7,31100,24,500000,3.99
4.3,63186,16,10000000,0
4.1,2903,16,1000000,0
4.1,3617,19,1000000,0
4.6,3063,1.6,100000,0
4.1,3234,47,100000,0
4.4,1595,14,500000,0
4.3,879,20.53,100000,0
4,68559,75,5000000,0
4.7,30,20.53,1000,7.49
4.5,566,17,50000,0
4.8,97,3.5,1000,2.99
4,248,26,5000,2.99
4.7,185,72,1000,4.99
4.1,38021,19,10000000,0
3.9,6903,25,1000000,0
4.1,59917,92,5000000,0
4.6,73,12,1000,2.99
4.1,182173,20.53,10000000,0
4.1,59729,20.53,10000000,0
3.9,133117,63,5000000,0
3.9,95537,58,10000000,0
3.8,36028,50,5000000,0
4.3,528745,59,10000000,0
4,79667,20.53,10000000,0
4,20763,20.53,5000000,0
4.2,123322,25,10000000,0
4,8126,61,1000000,0
4.3,50887,91,5000000,0
4.6,361970,58,5000000,0
4.1,159619,23,5000000,0
4.5,354384,71,10000000,0
4.4,272321,20.53,10000000,0
4.5,2376564,20.53,10000000,6.99
4.2,1135,12,100000,9
4.6,129,2.9,10000,5.49
4.6,717,5.4,5000,5.99
4.5,2921,25,100000,24.99
4.6,92,32,1000,79.99
4.5,199,1.8,10000,11.99
4.4,1361,33,50000,2.99
4.4,15,5.8,1000,3.99
3.8,206,9.5,10000,2.99
4.6,395,19,1000,9.99
4,15,5,1000,14.99
4.4,104,38,1000,2.99
4.6,156,22,500,3.49
4.2,178,4.8,1000,0.99
4.6,319,20.53,5000,3.99
4.4,17,1.8,1000,9.99
4.4,726,20.53,5000,3.99
4.2,33,53,1000,3.99
4.5,492,39,10000,7.99
4.7,11,100,500,15.99
4.8,59158,11,1000000,0
4.2,19473,20.53,1000000,0
4.6,73118,37,1000000,0
4.4,27524,20.53,1000000,0
4.8,102858,9.8,1000000,0
4,2094,23,500000,0
3.7,236,18,50000,0
4.2,33033,7.4,5000000,0
4.8,78825,11,1000000,0
4.7,18674,20.53,1000000,0
3.5,250,23,100000,0
3.9,6266,34,500000,0
4.2,22,15,10000,0
4.8,53743,13,1000000,0
2.7,2657,24,500000,0
4.2,4476,20,500000,0
4.7,156410,14,5000000,0
4.6,2006,69,50000,0
4.5,6099,38,500000,0
4.7,23160,26,1000000,0
4.7,8348,2.6,500000,0
4.5,7837,21,100000,0
4.7,6185,38,100000,0
4,3803,16,100000,0
3.4,1838,21,100000,0
3.5,3707,10,500000,0
4.7,87418,14,1000000,0
4.6,21189,36,1000000,0
4.2,1746,16,50000,0
4.8,69126,61,1000000,0
4.2,10710,8.5,100000,0
3.8,700,37,100000,0
3,914,20.53,100000,0
4.4,15875,20.53,1000000,0
4.5,503,22,50000,0
4,488,17,100000,0
3.6,190,7.7,100000,0
4.4,15,39,1000,0
4.7,26862,30,500000,0
4.9,100082,3.7,1000000,0
3.6,27,28,10000,0
4.5,72167,16,1000000,0
4.1,21,20,1000,0
4.6,6035,8.9,100000,0
4.7,9945,97,500000,0
4.7,4318,12,100000,0
2.8,78,72,50000,0
4.3,2218,20.53,500000,0
4.6,47,21,10000,0
4.3,23889,20.53,1000000,0
3.4,650,27,100000,0
4,3498,6.6,100000,0
4.8,3052,12,100000,0
3,45,20,5000,0
4.5,1686,15,100000,0
3.7,529,26,100000,0
4.5,1388,3.3,100000,0
4.5,572,44,50000,0
3.6,54,17,5000,0
4.4,275,5.8,10000,0
4.4,2159,11,10000,0
4.5,2951,16,50000,0
4.6,15545,20.53,100000,0
4.3,5521,22,100000,0
4.3,2108,28,50000,0
4.5,408,60,50000,0
4.2,33,8,10000,0
4.4,197,20,10000,0
4.1,38,70,5000,0
4.17581188356988,10,28,1000,74.99
4.1,90,21,1000,0
3.5,1288,38,100000,0
4,1545,74,100000,0
4.3,283,12,5000,0
4.3,460,13,10000,0
2.3,17,6.8,1000,0
4.5,513,12,5000,0
4.3,168,5.8,10000,0
4.4,112,13,1000,0
2.9,92,1.5,10000,0
3.1,83,3.2,10000,0
3.7,3,7.7,5000,0
3.8,343,26,50000,0
4.4,137,11,1000,0
4.3,4107,20.53,100000,0
3.7,9,2.9,500,0
3,2,16,500,0
3.7,20,19,1000,0
4.17581188356988,25,16,1000,0
4.17581188356988,1,3.6,500,0
4.9,28,5.7,5000,0
2.6,496,24,100000,0
4.3,44,34,10000,0
4.7,10,4.3,1000,0
4.5,11,25,1000,0
4.4,163,40,10000,0
4.17581188356988,44,4,10000,0
4.5,330,17,50000,0
4.5,20,40,5000,0
3.7,3596,8.4,1000000,0
4.3,56,11,10000,0
4.4,27,15,5000,0
3.8,63,24,10000,0
4.3,123,86,10000,0
3.8,122,20.53,10000,0
4,122,0.96,10000,0
4.7,623,20,50000,0
5,6,26,1000,0
4.7,6,13,1000,0
4.6,7,2.7,1000,0
4.4,3786,28,50000,0
4.4,65,37,10000,0
4.6,17,14,1000,0
4.17581188356988,1,32,500,0
3.8,292,2.7,100000,0
3.5,19,2.2,5000,0
4.4,49173,4,10000000,0
4.2,22492,1.5,1000000,0
4.3,1403,3.7,100000,0
4.4,441189,20.53,10000000,0
4.4,4919,2.8,1000000,0
4.4,13762,3.9,1000000,0
4.3,6086,3.1,1000000,0
4.6,70616,20.53,5000000,0
4.4,1200,2.8,100000,0
4.5,76480,20,1000000,0
4.6,271445,9.9,5000000,0
4.6,225103,5.3,5000000,0
4.6,33177,10,1000000,0
4.4,54768,2.6,5000000,0
4.5,457197,20.53,10000000,0
4.5,25562,31,5000000,0
4.3,16404,2.3,1000000,0
4.6,79658,17,5000000,0
4.3,374,20,50000,0
4.8,1259075,62,10000000,0
4.2,4751,20.53,1000000,0
4.6,60562,15,5000000,0
4,22695,20.53,1000000,0
4.6,22098,18,1000000,0
4.3,231325,5.4,10000000,0
4,479908,15,10000000,0
4.5,313633,20.53,10000000,0
4.4,540930,5.3,10000000,0
4.5,57146,20.53,1000000,0
4.5,19583,37,1000000,0
4.3,344921,20.53,10000000,0
4.2,79129,23,5000000,0
4.2,83488,20.53,5000000,0
4.3,315441,20.53,10000000,0
4.1,382120,28,10000000,0
4.5,412725,35,10000000,0
4.1,486824,20.53,10000000,0
4.2,423105,20.53,10000000,0
4.1,205803,20.53,5000000,0
4.1,285816,20.53,10000000,0
3.7,4253,4.1,100000,0
3.6,14835,20.53,1000000,0
4.1,309872,85,10000000,0
4.1,17955,89,500000,0
4.3,51502,20,5000000,0
4.5,637309,20.53,10000000,0
4.1,161610,16,5000000,0
4.4,1520959,20.53,10000000,0
4,852455,68,10000000,0
4.4,900064,13,10000000,0
4,3677,50,100000,0
4.1,207712,20.53,10000000,0
4.3,175722,20.53,10000000,0
4.4,624557,56,10000000,0
4.2,522018,20.53,10000000,0
4,141613,22,10000000,0
4.6,591312,20.53,10000000,0
4.3,94294,30,10000000,0
4.2,608753,30,10000000,0
4.3,38961,27,5000000,0
4.4,441473,20.53,10000000,0
4.4,35563,4.2,1000000,0
4.6,85858,20.53,10000000,0
4.2,106798,30,5000000,0
3.6,8820,33,5000000,0
4.5,37186,7.9,1000000,0
4.4,25714,12,1000000,0
3.8,44255,15,10000000,0
3.6,18252,10,10000000,0
4.2,42750,9.9,10000000,0
3.6,3656,9,1000000,0
4.3,216741,20.53,5000000,0
4.4,662287,21,10000000,0
4.5,30834,13,1000000,0
4.1,367290,11,10000000,0
4.3,2588,21,1000000,0
4.3,162655,8.1,10000000,0
4.3,125783,20.53,10000000,0
4.2,171584,12,10000000,0
4.2,244141,7.3,10000000,0
4.3,568273,20.53,10000000,0
4.2,142512,15,10000000,0
4.3,109124,22,10000000,0
4.6,135043,11,10000000,0
4.4,108592,8.3,10000000,0
3.8,48732,20,10000000,0
4.6,308234,38,10000000,0
4.5,178497,9.1,10000000,0
4.1,68406,24,10000000,0
4.3,45362,20.53,5000000,0
3.8,18364,29,1000000,0
4,15867,20.53,5000000,0
3.3,9189,98,1000000,0
4.1,23187,25,1000000,0
4.1,11798,20.53,1000000,0
4.2,9975,18,1000000,0
4.1,52896,20.53,10000000,0
4.4,7793,6.1,500000,0
4.1,9701,14,500000,0
4.2,31519,21,1000000,0
4.5,181990,20.53,10000000,0
4.3,213735,43,10000000,0
4.1,42871,23,1000000,0
4.5,315908,52,10000000,0
4.4,210208,20.53,10000000,0
4.5,79261,57,5000000,0
4.6,284725,20,10000000,0
4.7,67071,40,1000000,0
4.3,46153,17,10000000,0
4.4,101883,13,10000000,0
4.4,1659,33,50000,0
4.7,57920,20.53,1000000,0
4.1,28523,29,5000000,0
4.2,24953,20.53,1000000,0
4.5,37253,31,1000000,0
4.2,33758,20.53,1000000,0
4.3,3420,13,100000,0
4.1,7193,7.3,500000,0
4.6,2278,12,500000,0
4.2,5121,8.8,500000,0
4.2,39735,18,5000000,0
4.2,16966,34,1000000,0
4,41986,26,5000000,0
4.4,186116,34,5000000,0
4.5,28560,20.53,1000000,0
3.9,34171,20.53,1000000,0
4.5,44588,20,5000000,0
4.2,4158,23,500000,0
4.3,105773,20.53,10000000,0
4.4,279428,16,10000000,0
4.5,33583,12,1000000,0
4.6,94205,6.5,1000000,0
4.3,95520,15,10000000,0
4.7,181798,22,10000000,0
4.4,25719,20.53,1000000,0
4.5,72596,19,1000000,0
4.1,110425,27,10000000,0
4.5,35497,16,1000000,0
4.4,3878,8.8,100000,0
4.1,68406,24,10000000,0
4.3,44071,56,5000000,0
3.8,6380,20.53,1000000,0
4.5,5123,14,500000,0
4.1,19232,28,1000000,0
4.6,98716,59,5000000,0
4.8,109500,37,1000000,0
4,21159,36,500000,0
4.7,1320,9.5,50000,0
4.7,50424,82,1000000,0
4.1,32398,28,1000000,0
4.5,38953,9.7,5000000,0
4.7,142634,22,10000000,0
4.7,259450,17,10000000,0
4.5,123029,20.53,10000000,0
4.5,21841,7.7,1000000,0
4.5,859,21,100000,0
4.4,40289,19,5000000,0
3.7,3362,20.53,1000000,0
4.3,49680,8.7,5000000,0
4.5,3378,30,1000000,0
4.4,10525,25,1000000,0
3.3,3492,17,5000000,0
4.4,1864,13,500000,0
4.5,74476,23,10000000,0
4.4,221858,20.53,10000000,0
4.5,3116,22,500000,0
4.7,31985,9.1,1000000,0
4.5,4400,8.3,1000000,0
4.6,11677,19,1000000,0
4.3,56114,17,10000000,0
4.6,15700,10,1000000,0
4.4,16523,20.53,1000000,0
4.5,26361,29,5000000,0
4.2,4410,4.5,1000000,0
4,5855,4.9,1000000,0
4.4,47090,20.53,5000000,0
4.7,233039,24,10000000,0
4.3,28578,23,10000000,0
4.4,53421,26,10000000,0
4.3,116880,2,10000000,0
4.3,21730,19,1000000,0
4.4,62421,9.6,5000000,0
4.3,251951,16,10000000,0
4.3,68070,20.53,5000000,0
4.2,329160,27,10000000,0
4.3,42677,22,1000000,0
4.1,23440,30,1000000,0
4.1,106080,35,10000000,0
3.9,129272,11,10000000,0
4.4,111066,74,5000000,0
4.4,49553,48,1000000,5.99
4.2,140917,5.7,10000000,0
4.1,351254,4,10000000,0
4,157506,47,10000000,0
4.5,420973,20.53,10000000,0
4,34753,22,1000000,0
4.1,78140,10,5000000,0
4.3,244371,20.53,10000000,0
4.2,215343,44,10000000,0
4.6,819774,25,10000000,0
4.2,477831,51,10000000,0
4.1,373606,20.53,10000000,0
4.2,15426,50,1000000,0
4.6,714340,20.53,10000000,0
4.1,114680,27,10000000,0
4.3,751766,20.53,10000000,0
3.8,167652,12,10000000,0
4.2,93726,9.2,5000000,0
4.5,597068,20.53,10000000,0
4,32896,31,5000000,0
4.3,542561,46,10000000,0
4.5,462702,45,10000000,0
4.2,521138,20.53,10000000,0
4.3,1802,9.8,100000,0
4.4,283662,20.53,10000000,0
4.2,82882,20.53,5000000,0
4.4,133825,34,10000000,0
4.7,911995,20,10000000,0
4.6,1733,19,500000,0
4.2,342909,6,10000000,0
4.3,56270,15,5000000,0
4.5,107724,6.5,5000000,0
4.6,101455,6.2,5000000,0
4.5,152780,20.53,10000000,0
4.4,21733,20.53,1000000,0
4.7,410384,20.53,10000000,0
4.2,277902,20.53,5000000,0
4.3,91031,20.53,5000000,0
4.2,112725,20.53,5000000,0
3.9,76346,14,5000000,0
3.9,63938,20.53,5000000,0
4.2,18678,20.53,1000000,0
4.3,39878,6.1,1000000,0
4.6,152867,17,10000000,0
4.3,63580,24,5000000,0
4,121003,20.53,10000000,0
4,135763,13,10000000,0
4.6,1981,10,100000,0
4.2,9992,31,1000000,0
4.3,36490,20.53,1000000,0
4.4,122282,20.53,5000000,0
4,218,28,100000,0
4.6,4011,2.6,500000,0
4.7,25172,30,500000,0
4.3,14123,13,500000,0
4,2487,27,1000000,0
4.5,180938,29,10000000,0
4.7,950,18,100000,0
4.4,232423,35,5000000,0
4.8,1664,17,100000,0
3.3,1391,20.53,100000,0
4.3,2486,18,500000,0
3.9,188834,20.53,10000000,0
3.9,5510,32,1000000,0
4.4,4549,24,500000,0
4.4,6106,20.53,100000,0
4,43611,27,1000000,0
3.1,78442,25,5000000,0
2.9,3017,24,100000,0
4,30840,20.53,1000000,0
4.5,36255,25,1000000,0
4.3,752,33,100000,0
4.1,19230,88,1000000,0
4.3,926,9.3,100000,0
4.5,26102,20.53,1000000,0
4.6,37167,20.53,1000000,0
4.4,2020,84,100000,0
4.2,798,4.7,50000,0
4.3,7543,25,500000,0
4.6,13098,20.53,1000000,0
4.2,1904,9.9,100000,0
4,11085,61,1000000,0
4.1,3387,25,50000,29.99
4,11151,52,1000000,0
4.6,29673,57,1000000,0
4.5,50017,41,1000000,0
4.4,63650,4.6,1000000,0
3.5,50179,23,1000000,0
4,9971,33,1000000,0
4.8,1660,4.7,10000,0
4.6,5305,20.53,100000,0
4.3,24082,95,1000000,0
4.6,990,9.4,100000,0
4.5,32386,19,1000000,0
4.3,101,3.9,10000,0
4.5,35394,21,500000,0
4,28895,82,5000000,0
4.6,11549,20.53,100000,0
4.1,34123,19,5000000,0
3.5,4057,26,500000,0
4.5,5517,5.2,500000,0
3.9,4272,16,500000,0
4.6,666521,25,10000000,0
4.5,2943,8.1,100000,0
4.4,108318,35,10000000,0
4,68935,48,5000000,0
4.2,80900,21,1000000,0
4.2,75545,20.53,5000000,0
4.1,136626,14,10000000,0
4.4,52029,20.53,5000000,0
4.4,49190,25,1000000,0
4.1,5150,20.53,500000,0
4.3,64713,58,1000000,0
4.5,216388,19,10000000,0
4.5,481545,29,10000000,0
4.4,6012,81,500000,0
4.5,260121,20.53,10000000,0
4.4,17878,28,1000000,0
4.1,26871,20.53,5000000,0
4.4,359403,20.53,10000000,0
4,33782,7.6,5000000,0
4.7,192641,33,5000000,0
4.6,751551,42,10000000,0
3.9,24781,8.3,5000000,0
4.1,76779,20.53,10000000,0
3.9,98585,37,10000000,0
4.3,459851,20.53,10000000,0
3.1,5572,21,1000000,0
3.7,16815,28,1000000,0
3.4,2277,27,1000000,0
4.4,45562,20.53,5000000,0
3.6,285,39,500000,0
3.3,256,17,100000,0
3.7,21443,20.53,5000000,0
3,2750,39,5000000,0
3.6,7081,51,1000000,0
4.8,17882,86,1000000,0
3.9,421800,20.53,10000000,0
3.8,43935,20.53,10000000,0
4.3,171889,20.53,10000000,0
4.5,251037,26,10000000,0
3.4,15750,20.53,5000000,0
3.7,27560,46,5000000,0
4.4,150932,27,10000000,0
4.1,928,14,1000000,0
4,26665,10,5000000,0
3.9,13275,71,1000000,0
4.4,48930,15,5000000,0
4.8,43054,20.53,1000000,0
4.3,15680,11,1000000,0
3.7,16980,20.53,5000000,0
4.2,5112,62,1000000,0
3.5,30447,80,5000000,0
4.3,165299,5.4,10000000,0
4.7,620534,9.8,10000000,0
4.3,599872,20.53,10000000,0
4.1,12564,20.53,1000000,0
4.3,397422,20.53,10000000,0
4.3,11182,62,1000000,0
4.3,16734,10,1000000,0
4.6,10035,20.53,1000000,0
4.4,20313,57,100000,0
4.2,25740,51,1000000,0
4.2,42546,24,5000000,0
4.4,6925,20.53,1000000,0
4.4,24281,29,1000000,0
4.4,18039,3.1,1000000,0
4.4,22748,55,1000000,0
4.4,47780,19,5000000,0
3.7,7705,40,1000000,0
4.4,33256,20.53,1000000,0
3.6,14544,43,1000000,0
4.4,134895,50,10000000,0
4,48082,20.53,5000000,0
4.1,2419,13,1000000,0
4.4,17915,20.53,1000000,0
4.4,61776,20.53,1000000,0
